[INFO] [2024-02-19 10:03:12,651] Exp time: 2024-02-19_10h03m
[INFO] [2024-02-19 10:03:12,651] 	path: {'DB_ROOT': '../data/kaist-rgbt', 'JSON_GT_FILE': 'kaist_annotations_test20.json'}
[INFO] [2024-02-19 10:03:12,652] 	train: {'day': 'all', 'img_set': 'train-all-02.txt', 'checkpoint': None, 'batch_size': 8, 'start_epoch': 0, 'epochs': 40, 'lr': 0.0001, 'momentum': 0.9, 'weight_decay': 0.0005, 'print_freq': 100, 'img_transform': Compose(
    ColorJitter(brightness=[0.7, 1.3], contrast=[0.7, 1.3], saturation=[0.7, 1.3], hue=None)
    ColorJitterLWIR(brightness=None, contrast=[0.7, 1.3], saturation=None, hue=None)
), 'co_transform': Compose(
    TT_RandomHorizontalShift(p=0.3)
    TT_RandomHorizontalFlip(p=0.5)
    TT_RandomResizedCrop(size=[512, 640], scale=(0.25, 4.0), ratio=(0.8, 1.2), interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)}
[INFO] [2024-02-19 10:03:12,652] 	test: {'result_path': './result', 'day': 'all', 'img_set': 'test-all-20.txt', 'input_size': [512, 640], 'checkpoint': '../pretrained/pretrained.pth.tar', 'batch_size': 1, 'eval_batch_size': 1, 'img_transform': Compose(
), 'co_transform': Compose(
    Resize(size=[512, 640], interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)}
[INFO] [2024-02-19 10:03:12,652] 	dataset: {'workers': 8, 'OBJ_LOAD_CONDITIONS': {'train': {'hRng': [12, inf], 'xRng': [5, 635], 'yRng': [5, 507], 'wRng': [-inf, inf]}, 'test': {'hRng': [-inf, inf], 'xRng': [5, 635], 'yRng': [5, 507], 'wRng': [-inf, inf]}}}
[INFO] [2024-02-19 10:03:12,652] 	device: cuda
[INFO] [2024-02-19 10:03:12,652] 	exp_name: INSANet
[INFO] [2024-02-19 10:03:12,652] 	n_classes: 3
[INFO] [2024-02-19 10:03:12,652] 	exps_dir: exps/2024-02-19_10h03m_INSANet
[INFO] [2024-02-19 10:03:12,652] 	augmentation: ['TT_RandomHorizontalShift', 'TT_RandomHorizontalFlip', 'TT_RandomResizedCrop']
[INFO] [2024-02-19 10:03:12,652] Preprocess for training
[INFO] [2024-02-19 10:03:12,652] Compose(
    ColorJitter(brightness=[0.7, 1.3], contrast=[0.7, 1.3], saturation=[0.7, 1.3], hue=None)
    ColorJitterLWIR(brightness=None, contrast=[0.7, 1.3], saturation=None, hue=None)
)
[INFO] [2024-02-19 10:03:12,652] Transforms for training
[INFO] [2024-02-19 10:03:12,652] Compose(
    TT_RandomHorizontalShift(p=0.3)
    TT_RandomHorizontalFlip(p=0.5)
    TT_RandomResizedCrop(size=[512, 640], scale=(0.25, 4.0), ratio=(0.8, 1.2), interpolation=PIL.Image.BILINEAR)
    ToTensor()
    Normalize(mean=[0.3465, 0.3219, 0.2842], std=[0.2358, 0.2265, 0.2274])
    Normalize(mean=[0.1598], std=[0.0813])
)
[INFO] [2024-02-19 10:03:12,652] #################### << Epoch   0 >> ####################
[INFO] [2024-02-19 10:03:19,937] Iteration: [0/3136]	Batch Time: 7.283 (7.283)	Data Time: 1.852 (1.852)	Loss: 17.0946 (17.0946)	Num of Positive: tensor([  0,  23,  14,   0, 265,   0,   0,   8], device='cuda:0')
[INFO] [2024-02-19 10:43:03,618] Iteration: [1700/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.001)	Loss: 6.5916 (6.0155)	Num of Positive: tensor([241,   0,   0,  33,   0, 109,  42,   2], device='cuda:0')
[INFO] [2024-02-19 10:43:33,345] Iteration: [1800/3136]	Batch Time: 0.296 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.3740 (6.0174)	Num of Positive: tensor([113,   1,   1,   0, 189, 144,  12,   0], device='cuda:0')
[INFO] [2024-02-19 10:44:02,951] Iteration: [1900/3136]	Batch Time: 0.295 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.0338 (6.0052)	Num of Positive: tensor([87,  0,  0, 10,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:44:32,640] Iteration: [2000/3136]	Batch Time: 0.305 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.8938 (5.9961)	Num of Positive: tensor([  0,   0,   0,  54, 344,   0,  17,  49], device='cuda:0')
[INFO] [2024-02-19 10:45:02,328] Iteration: [2100/3136]	Batch Time: 0.301 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.9622 (5.9839)	Num of Positive: tensor([64,  0,  0, 52,  0,  0, 46, 48], device='cuda:0')
[INFO] [2024-02-19 10:45:32,103] Iteration: [2200/3136]	Batch Time: 0.296 (0.299)	Data Time: 0.000 (0.001)	Loss: 7.4531 (5.9816)	Num of Positive: tensor([ 0, 21,  0,  6,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:46:01,997] Iteration: [2300/3136]	Batch Time: 0.300 (0.299)	Data Time: 0.001 (0.001)	Loss: 5.8323 (5.9756)	Num of Positive: tensor([126,   0,   0,   0,   0,  82,  31,  58], device='cuda:0')
[INFO] [2024-02-19 10:46:31,750] Iteration: [2400/3136]	Batch Time: 0.300 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.7841 (5.9835)	Num of Positive: tensor([  0,  83,  10,   0,   0, 134,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:47:01,509] Iteration: [2500/3136]	Batch Time: 0.292 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.7218 (5.9748)	Num of Positive: tensor([ 63, 124,  90, 152,   0, 100,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:47:31,229] Iteration: [2600/3136]	Batch Time: 0.302 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.2186 (5.9672)	Num of Positive: tensor([134,  40,   0,   0,   2, 147,   0,   7], device='cuda:0')
[INFO] [2024-02-19 10:48:00,996] Iteration: [2700/3136]	Batch Time: 0.285 (0.299)	Data Time: 0.000 (0.001)	Loss: 0.0000 (5.9538)	Num of Positive: tensor([0, 0, 0, 0, 0, 0, 0, 0], device='cuda:0')
[INFO] [2024-02-19 10:48:30,756] Iteration: [2800/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.6367 (5.9513)	Num of Positive: tensor([  0,   2,   0,   0,   0,  39, 166,  29], device='cuda:0')
[INFO] [2024-02-19 10:49:00,427] Iteration: [2900/3136]	Batch Time: 0.297 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.8344 (5.9404)	Num of Positive: tensor([ 4,  0,  0,  0, 21,  2,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:49:30,142] Iteration: [3000/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.8594 (5.9434)	Num of Positive: tensor([ 0,  0,  0, 57,  0, 90,  0, 31], device='cuda:0')
[INFO] [2024-02-19 10:49:59,906] Iteration: [3100/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.6114 (5.9465)	Num of Positive: tensor([100,  51,  26,   5, 173,   0,  69,   0], device='cuda:0')
[INFO] [2024-02-19 10:50:10,324] #################### << Epoch   3 >> ####################
[INFO] [2024-02-19 10:50:12,491] Iteration: [0/3136]	Batch Time: 2.165 (2.165)	Data Time: 1.799 (1.799)	Loss: 6.3927 (6.3927)	Num of Positive: tensor([31, 71,  0,  3,  0,  0,  0, 17], device='cuda:0')
[INFO] [2024-02-19 10:50:42,532] Iteration: [100/3136]	Batch Time: 0.296 (0.319)	Data Time: 0.000 (0.018)	Loss: 7.4851 (5.8082)	Num of Positive: tensor([ 0, 49,  0,  0, 56, 12,  0,  2], device='cuda:0')
[INFO] [2024-02-19 10:51:12,403] Iteration: [200/3136]	Batch Time: 0.296 (0.309)	Data Time: 0.000 (0.009)	Loss: 4.5476 (5.7635)	Num of Positive: tensor([69,  4, 16,  0,  0,  0,  0, 61], device='cuda:0')
[INFO] [2024-02-19 10:51:42,307] Iteration: [300/3136]	Batch Time: 0.291 (0.306)	Data Time: 0.000 (0.006)	Loss: 6.1118 (5.7616)	Num of Positive: tensor([  0,   0, 153,  22,   0, 162,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:52:12,127] Iteration: [400/3136]	Batch Time: 0.293 (0.304)	Data Time: 0.000 (0.005)	Loss: 5.6169 (5.7677)	Num of Positive: tensor([ 0, 16,  0,  0,  0,  0,  0,  2], device='cuda:0')
[INFO] [2024-02-19 10:52:42,034] Iteration: [500/3136]	Batch Time: 0.303 (0.303)	Data Time: 0.000 (0.004)	Loss: 5.3293 (5.8143)	Num of Positive: tensor([  0,   0,   6,   0,  21,   7, 202,   0], device='cuda:0')
[INFO] [2024-02-19 10:53:11,783] Iteration: [600/3136]	Batch Time: 0.301 (0.302)	Data Time: 0.000 (0.003)	Loss: 6.4304 (5.8025)	Num of Positive: tensor([ 0,  9,  0,  0,  0,  0,  0, 79], device='cuda:0')
[INFO] [2024-02-19 10:53:41,578] Iteration: [700/3136]	Batch Time: 0.294 (0.301)	Data Time: 0.000 (0.003)	Loss: 5.2274 (5.7928)	Num of Positive: tensor([44, 41, 61,  0,  1,  2,  5,  0], device='cuda:0')
[INFO] [2024-02-19 10:54:11,369] Iteration: [800/3136]	Batch Time: 0.297 (0.301)	Data Time: 0.000 (0.003)	Loss: 6.6496 (5.7573)	Num of Positive: tensor([0, 0, 0, 0, 1, 4, 0, 0], device='cuda:0')
[INFO] [2024-02-19 10:54:41,159] Iteration: [900/3136]	Batch Time: 0.301 (0.301)	Data Time: 0.000 (0.002)	Loss: 5.7809 (5.7734)	Num of Positive: tensor([  0,   0,   0,   0,  36,   0,   0, 109], device='cuda:0')
[INFO] [2024-02-19 10:55:10,922] Iteration: [1000/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.0258 (5.7599)	Num of Positive: tensor([ 0,  0,  0,  0,  0,  0,  0, 50], device='cuda:0')
[INFO] [2024-02-19 10:55:40,617] Iteration: [1100/3136]	Batch Time: 0.302 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.4464 (5.7844)	Num of Positive: tensor([  0,  16, 280,  56,   0,  10,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:56:10,554] Iteration: [1200/3136]	Batch Time: 0.309 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.7748 (5.7643)	Num of Positive: tensor([167,   0,   6,   0,  45,   2,   2,   0], device='cuda:0')
[INFO] [2024-02-19 10:56:40,295] Iteration: [1300/3136]	Batch Time: 0.303 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.5419 (5.7577)	Num of Positive: tensor([  0,  68,  50,   0,   0, 270,   0,   0], device='cuda:0')
[INFO] [2024-02-19 10:57:10,039] Iteration: [1400/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.002)	Loss: 4.8627 (5.7548)	Num of Positive: tensor([ 94,   0,  11,  58, 166,   0,   0, 114], device='cuda:0')
[INFO] [2024-02-19 10:57:39,941] Iteration: [1500/3136]	Batch Time: 0.298 (0.300)	Data Time: 0.000 (0.001)	Loss: 7.0641 (5.7425)	Num of Positive: tensor([ 0,  0, 10,  0,  0,  0,  5,  0], device='cuda:0')
[INFO] [2024-02-19 10:58:09,612] Iteration: [1600/3136]	Batch Time: 0.293 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.3591 (5.7293)	Num of Positive: tensor([  0,   0,   0,   0,  24,   0,  66, 217], device='cuda:0')
[INFO] [2024-02-19 10:58:39,481] Iteration: [1700/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.2963 (5.7273)	Num of Positive: tensor([ 0,  0, 40, 25,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 10:59:09,143] Iteration: [1800/3136]	Batch Time: 0.308 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.5035 (5.7202)	Num of Positive: tensor([ 0,  0,  0, 64,  0,  2, 42,  0], device='cuda:0')
[INFO] [2024-02-19 10:59:38,921] Iteration: [1900/3136]	Batch Time: 0.300 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.8255 (5.7167)	Num of Positive: tensor([  0,   2,  87,  70, 153,  71,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:00:08,656] Iteration: [2000/3136]	Batch Time: 0.297 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.6456 (5.7242)	Num of Positive: tensor([  2,   0,   0, 268,  60, 291,  10, 153], device='cuda:0')
[INFO] [2024-02-19 11:00:38,343] Iteration: [2100/3136]	Batch Time: 0.296 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.5134 (5.7239)	Num of Positive: tensor([  0, 111,   0,   0,   0,  46,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:01:08,194] Iteration: [2200/3136]	Batch Time: 0.301 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.0333 (5.7136)	Num of Positive: tensor([  0,   0,   0,   0, 113,   0,  31,  39], device='cuda:0')
[INFO] [2024-02-19 11:01:37,950] Iteration: [2300/3136]	Batch Time: 0.297 (0.299)	Data Time: 0.000 (0.001)	Loss: 7.9522 (5.7209)	Num of Positive: tensor([55,  0,  3,  0,  0,  2,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:02:07,647] Iteration: [2400/3136]	Batch Time: 0.303 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.7933 (5.7240)	Num of Positive: tensor([0, 0, 0, 0, 6, 0, 0, 0], device='cuda:0')
[INFO] [2024-02-19 11:02:37,424] Iteration: [2500/3136]	Batch Time: 0.290 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.7411 (5.7173)	Num of Positive: tensor([24,  0, 82, 90,  0,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:03:07,254] Iteration: [2600/3136]	Batch Time: 0.297 (0.299)	Data Time: 0.000 (0.001)	Loss: 7.3555 (5.7177)	Num of Positive: tensor([  0,   0,   0,   0, 138,   2,  42,   5], device='cuda:0')
[INFO] [2024-02-19 11:03:37,053] Iteration: [2700/3136]	Batch Time: 0.291 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.2891 (5.7196)	Num of Positive: tensor([  0,  41,   0,  29,  71, 106, 234,  21], device='cuda:0')
[INFO] [2024-02-19 11:04:06,785] Iteration: [2800/3136]	Batch Time: 0.304 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.4665 (5.7142)	Num of Positive: tensor([ 8,  0,  0,  0,  0,  0,  0, 68], device='cuda:0')
[INFO] [2024-02-19 11:04:36,513] Iteration: [2900/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.7792 (5.7103)	Num of Positive: tensor([114,   0,  10,   0,  81,   0,   0,  84], device='cuda:0')
[INFO] [2024-02-19 11:05:06,317] Iteration: [3000/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.7721 (5.6990)	Num of Positive: tensor([  0, 222,   0,   0,   7,   0, 227,   0], device='cuda:0')
[INFO] [2024-02-19 11:05:36,145] Iteration: [3100/3136]	Batch Time: 0.304 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.8622 (5.7013)	Num of Positive: tensor([ 0,  0, 20,  0,  0,  0, 22,  0], device='cuda:0')
[INFO] [2024-02-19 11:05:46,519] #################### << Epoch   4 >> ####################
[INFO] [2024-02-19 11:05:48,656] Iteration: [0/3136]	Batch Time: 2.134 (2.134)	Data Time: 1.764 (1.764)	Loss: 6.2750 (6.2750)	Num of Positive: tensor([ 0,  0,  0, 60,  0,  0,  0, 46], device='cuda:0')
[INFO] [2024-02-19 11:06:18,660] Iteration: [100/3136]	Batch Time: 0.295 (0.318)	Data Time: 0.000 (0.018)	Loss: 5.7513 (5.7795)	Num of Positive: tensor([ 30,   0,  67, 258,   0,   0,   0, 128], device='cuda:0')
[INFO] [2024-02-19 11:06:48,624] Iteration: [200/3136]	Batch Time: 0.300 (0.309)	Data Time: 0.000 (0.009)	Loss: 6.1162 (5.6893)	Num of Positive: tensor([  6,   0,   0,   0,   0,   0,  11, 104], device='cuda:0')
[INFO] [2024-02-19 11:07:18,370] Iteration: [300/3136]	Batch Time: 0.310 (0.305)	Data Time: 0.000 (0.006)	Loss: 6.1829 (5.6806)	Num of Positive: tensor([ 33,  11,   0,  46,  93, 113,   0,  28], device='cuda:0')
[INFO] [2024-02-19 11:07:48,342] Iteration: [400/3136]	Batch Time: 0.299 (0.304)	Data Time: 0.000 (0.005)	Loss: 5.3272 (5.6903)	Num of Positive: tensor([  0,  52,  68,   1, 346,   2,   0,  56], device='cuda:0')
[INFO] [2024-02-19 11:08:18,152] Iteration: [500/3136]	Batch Time: 0.288 (0.303)	Data Time: 0.000 (0.004)	Loss: 0.0000 (5.6515)	Num of Positive: tensor([0, 0, 0, 0, 0, 0, 0, 0], device='cuda:0')
[INFO] [2024-02-19 11:08:48,035] Iteration: [600/3136]	Batch Time: 0.296 (0.302)	Data Time: 0.000 (0.003)	Loss: 5.6380 (5.6316)	Num of Positive: tensor([ 7,  5,  0,  0,  0,  0, 35, 77], device='cuda:0')
[INFO] [2024-02-19 11:09:17,842] Iteration: [700/3136]	Batch Time: 0.303 (0.301)	Data Time: 0.000 (0.003)	Loss: 4.6119 (5.6305)	Num of Positive: tensor([ 0,  0, 35,  0, 36,  0,  0, 29], device='cuda:0')
[INFO] [2024-02-19 11:09:47,656] Iteration: [800/3136]	Batch Time: 0.291 (0.301)	Data Time: 0.000 (0.002)	Loss: 4.1173 (5.6022)	Num of Positive: tensor([  0, 130,  69,   0,   0,   0,   0, 133], device='cuda:0')
[INFO] [2024-02-19 11:10:17,527] Iteration: [900/3136]	Batch Time: 0.281 (0.301)	Data Time: 0.000 (0.002)	Loss: 0.0000 (5.5946)	Num of Positive: tensor([0, 0, 0, 0, 0, 0, 0, 0], device='cuda:0')
[INFO] [2024-02-19 11:10:47,295] Iteration: [1000/3136]	Batch Time: 0.303 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.5878 (5.5832)	Num of Positive: tensor([ 0,  0,  0, 22, 56,  0,  2,  0], device='cuda:0')
[INFO] [2024-02-19 11:11:17,179] Iteration: [1100/3136]	Batch Time: 0.292 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.5907 (5.5704)	Num of Positive: tensor([ 4,  0, 78,  0,  0,  7,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:11:46,959] Iteration: [1200/3136]	Batch Time: 0.302 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.1496 (5.5430)	Num of Positive: tensor([70,  0,  0,  0,  0,  0,  0, 81], device='cuda:0')
[INFO] [2024-02-19 11:12:16,841] Iteration: [1300/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.4787 (5.5368)	Num of Positive: tensor([  0,   0,  66,  48,  50, 149,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:12:46,637] Iteration: [1400/3136]	Batch Time: 0.292 (0.300)	Data Time: 0.000 (0.002)	Loss: 6.2861 (5.5333)	Num of Positive: tensor([ 6,  0, 25, 80,  0, 47,  7,  0], device='cuda:0')
[INFO] [2024-02-19 11:13:16,406] Iteration: [1500/3136]	Batch Time: 0.293 (0.300)	Data Time: 0.000 (0.001)	Loss: 4.8252 (5.5239)	Num of Positive: tensor([  0,  84,   4,   0,   0,   0, 222,   0], device='cuda:0')
[INFO] [2024-02-19 11:13:46,264] Iteration: [1600/3136]	Batch Time: 0.297 (0.300)	Data Time: 0.000 (0.001)	Loss: 5.0232 (5.5131)	Num of Positive: tensor([16, 92,  0, 22,  0,  6,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:14:15,917] Iteration: [1700/3136]	Batch Time: 0.293 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.8810 (5.5138)	Num of Positive: tensor([13, 47,  0,  0,  4, 66,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:14:45,724] Iteration: [1800/3136]	Batch Time: 0.298 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.1646 (5.5089)	Num of Positive: tensor([ 38,  18, 220,   0,  34,   0,   0,  22], device='cuda:0')
[INFO] [2024-02-19 11:15:15,447] Iteration: [1900/3136]	Batch Time: 0.295 (0.299)	Data Time: 0.000 (0.001)	Loss: 7.3387 (5.5055)	Num of Positive: tensor([  0,   0, 129,   0,   0,   0,   0,   9], device='cuda:0')
[INFO] [2024-02-19 11:15:45,210] Iteration: [2000/3136]	Batch Time: 0.298 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.9988 (5.4962)	Num of Positive: tensor([  0,  50,  32,   0,   0, 149,  93,  52], device='cuda:0')
[INFO] [2024-02-19 11:16:15,004] Iteration: [2100/3136]	Batch Time: 0.291 (0.299)	Data Time: 0.000 (0.001)	Loss: 0.0000 (5.4976)	Num of Positive: tensor([0, 0, 0, 0, 0, 0, 0, 0], device='cuda:0')
[INFO] [2024-02-19 11:16:44,853] Iteration: [2200/3136]	Batch Time: 0.297 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.7742 (5.4941)	Num of Positive: tensor([ 25,   0,  10,   4,   0,   0,  53, 208], device='cuda:0')
[INFO] [2024-02-19 11:17:14,789] Iteration: [2300/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.9785 (5.4942)	Num of Positive: tensor([  0,   0, 106,   0,   0, 247,   0,   2], device='cuda:0')
[INFO] [2024-02-19 11:17:44,642] Iteration: [2400/3136]	Batch Time: 0.299 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.3244 (5.4810)	Num of Positive: tensor([ 13,   0,   0,   0,   0, 175,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:18:14,385] Iteration: [2500/3136]	Batch Time: 0.302 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.1762 (5.4699)	Num of Positive: tensor([29, 68,  0,  0,  0,  0,  0, 82], device='cuda:0')
[INFO] [2024-02-19 11:18:44,150] Iteration: [2600/3136]	Batch Time: 0.294 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.5174 (5.4673)	Num of Positive: tensor([34, 20,  2, 26,  9,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:19:13,970] Iteration: [2700/3136]	Batch Time: 0.299 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.9522 (5.4613)	Num of Positive: tensor([  0,  34,   0,   0,   0,   0,   8, 154], device='cuda:0')
[INFO] [2024-02-19 11:19:43,838] Iteration: [2800/3136]	Batch Time: 0.306 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.0032 (5.4595)	Num of Positive: tensor([63, 43,  0, 55,  0,  0, 42,  0], device='cuda:0')
[INFO] [2024-02-19 11:20:13,545] Iteration: [2900/3136]	Batch Time: 0.298 (0.299)	Data Time: 0.000 (0.001)	Loss: 6.2136 (5.4526)	Num of Positive: tensor([ 0,  0, 26,  0, 87,  0,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:20:43,463] Iteration: [3000/3136]	Batch Time: 0.291 (0.299)	Data Time: 0.000 (0.001)	Loss: 5.0111 (5.4551)	Num of Positive: tensor([404,   0,   0,   0,   0,   0,  31,  18], device='cuda:0')
[INFO] [2024-02-19 11:21:13,275] Iteration: [3100/3136]	Batch Time: 0.305 (0.299)	Data Time: 0.000 (0.001)	Loss: 4.5999 (5.4519)	Num of Positive: tensor([  0, 119,   0,  33,   0,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:21:23,728] #################### << Epoch   5 >> ####################
[INFO] [2024-02-19 11:21:25,957] Iteration: [0/3136]	Batch Time: 2.226 (2.226)	Data Time: 1.875 (1.875)	Loss: 5.7711 (5.7711)	Num of Positive: tensor([68,  0,  0,  0,  0, 90, 19,  0], device='cuda:0')
[INFO] [2024-02-19 11:21:55,844] Iteration: [100/3136]	Batch Time: 0.298 (0.318)	Data Time: 0.000 (0.019)	Loss: 4.9029 (5.5411)	Num of Positive: tensor([ 0,  0,  0,  0, 39,  3, 10,  0], device='cuda:0')
[INFO] [2024-02-19 11:22:25,702] Iteration: [200/3136]	Batch Time: 0.317 (0.308)	Data Time: 0.000 (0.010)	Loss: 5.0960 (5.5209)	Num of Positive: tensor([78,  0,  0, 72,  0, 18,  0, 51], device='cuda:0')
[INFO] [2024-02-19 11:22:55,604] Iteration: [300/3136]	Batch Time: 0.295 (0.305)	Data Time: 0.000 (0.006)	Loss: 6.5146 (5.6409)	Num of Positive: tensor([ 4,  0,  0,  0,  0,  0, 29,  0], device='cuda:0')
[INFO] [2024-02-19 11:23:25,370] Iteration: [400/3136]	Batch Time: 0.289 (0.303)	Data Time: 0.000 (0.005)	Loss: 5.9518 (5.5464)	Num of Positive: tensor([  0,   0, 237,   0,   0, 185,   0,  93], device='cuda:0')
[INFO] [2024-02-19 11:23:55,201] Iteration: [500/3136]	Batch Time: 0.296 (0.302)	Data Time: 0.000 (0.004)	Loss: 4.9991 (5.5106)	Num of Positive: tensor([110,   0,  19,   0, 104,  60,   0,   3], device='cuda:0')
[INFO] [2024-02-19 11:24:25,129] Iteration: [600/3136]	Batch Time: 0.312 (0.302)	Data Time: 0.000 (0.003)	Loss: 5.1606 (5.4892)	Num of Positive: tensor([29,  0,  0,  0,  0,  1,  0, 35], device='cuda:0')
[INFO] [2024-02-19 11:24:54,849] Iteration: [700/3136]	Batch Time: 0.293 (0.301)	Data Time: 0.000 (0.003)	Loss: 9.0348 (5.4908)	Num of Positive: tensor([ 3,  3,  0,  1,  0,  0,  0, 29], device='cuda:0')
[INFO] [2024-02-19 11:25:24,709] Iteration: [800/3136]	Batch Time: 0.296 (0.301)	Data Time: 0.000 (0.003)	Loss: 7.7622 (5.4762)	Num of Positive: tensor([0, 0, 0, 0, 0, 0, 7, 0], device='cuda:0')
[INFO] [2024-02-19 11:25:54,295] Iteration: [900/3136]	Batch Time: 0.291 (0.300)	Data Time: 0.000 (0.002)	Loss: 5.8647 (5.4670)	Num of Positive: tensor([  0,   0,   0,   0,  37,   2,   0, 104], device='cuda:0')
[INFO] [2024-02-19 11:26:23,949] Iteration: [1000/3136]	Batch Time: 0.293 (0.300)	Data Time: 0.000 (0.002)	Loss: 4.9878 (5.4569)	Num of Positive: tensor([ 0, 36,  0,  8,  0,  6,  0,  0], device='cuda:0')
[INFO] [2024-02-19 11:26:53,444] Iteration: [1100/3136]	Batch Time: 0.303 (0.299)	Data Time: 0.000 (0.002)	Loss: 6.2182 (5.4412)	Num of Positive: tensor([  0, 103,   4,   0,  61,  31,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:27:23,098] Iteration: [1200/3136]	Batch Time: 0.316 (0.299)	Data Time: 0.000 (0.002)	Loss: 4.8689 (5.4359)	Num of Positive: tensor([ 30,  36,   0,   0,   0,   0,  12, 205], device='cuda:0')
[INFO] [2024-02-19 11:27:52,848] Iteration: [1300/3136]	Batch Time: 0.301 (0.299)	Data Time: 0.000 (0.002)	Loss: 4.5441 (5.4299)	Num of Positive: tensor([  0,   0,  65, 164,   0,   0,   0,   0], device='cuda:0')
[INFO] [2024-02-19 11:28:22,659] Iteration: [1400/3136]	Batch Time: 0.292 (0.299)	Data Time: 0.000 (0.002)	Loss: 5.7853 (5.4165)	Num of Positive: tensor([ 0,  0,  0,  0,  6, 32,  0,  0], device='cuda:0')
